id,request_id,entity_id,Load Number,entity_type,workflow_identifier,workflow_node,action,status,comment,created_at,updated_at
133708,3d126070ff78,4303707655,4303707655,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303707655 is already pickedup, therefore skipped.",2024-11-06 15:51:10,2024-11-06 15:51:10
133713,3d126070ff78,4303702007,4303702007,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702007 is already pickedup, therefore skipped.",2024-11-06 15:51:11,2024-11-06 15:51:11
133715,3d126070ff78,4303646278,4303646278,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303646278 is already pickedup, therefore skipped.",2024-11-06 15:51:11,2024-11-06 15:51:11
133717,3d126070ff78,4303701596,4303701596,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303701596 is already pickedup, therefore skipped.",2024-11-06 15:51:12,2024-11-06 15:51:12
133720,3d126070ff78,4303710885,4303710885,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303710885 is already pickedup, therefore skipped.",2024-11-06 15:51:13,2024-11-06 15:51:13
133724,3d126070ff78,4303713173,4303713173,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303713173 is at pickup, therefore skipped.",2024-11-06 15:51:14,2024-11-06 15:51:14
133726,3d126070ff78,4303710940,4303710940,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303710940 is already pickedup, therefore skipped.",2024-11-06 15:51:14,2024-11-06 15:51:14
133730,3d126070ff78,4303697675,4303697675,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303697675 is at pickup, therefore skipped.",2024-11-06 15:51:15,2024-11-06 15:51:15
133732,3d126070ff78,4303709695,4303709695,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303709695 is already pickedup, therefore skipped.",2024-11-06 15:51:16,2024-11-06 15:51:16
133768,6b3ca4a621b0,4303707715,4303707715,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303707715 is at delivery, therefore skipped.",2024-11-06 15:54:10,2024-11-06 15:54:10
133770,6b3ca4a621b0,4303706039,4303706039,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303706039 is already pickedup, therefore skipped.",2024-11-06 15:54:13,2024-11-06 15:54:13
133772,6b3ca4a621b0,4303707563,4303707563,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303707563 is already pickedup, therefore skipped.",2024-11-06 15:54:14,2024-11-06 15:54:14
133774,6b3ca4a621b0,5000262464,5000262464,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262464 is at delivery, therefore skipped.",2024-11-06 15:54:15,2024-11-06 15:54:15
133776,6b3ca4a621b0,4303709613,4303709613,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303709613 is already pickedup, therefore skipped.",2024-11-06 15:54:18,2024-11-06 15:54:18
133778,6b3ca4a621b0,4303702620,4303702620,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702620 is already delivered, therefore skipped.",2024-11-06 15:54:21,2024-11-06 15:54:21
133780,6b3ca4a621b0,4303707777,4303707777,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303707777 is at delivery, therefore skipped.",2024-11-06 15:54:22,2024-11-06 15:54:22
133782,6b3ca4a621b0,4303709583,4303709583,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303709583 is already pickedup, therefore skipped.",2024-11-06 15:54:24,2024-11-06 15:54:24
133784,6b3ca4a621b0,4303709611,4303709611,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303709611 is already pickedup, therefore skipped.",2024-11-06 15:54:26,2024-11-06 15:54:26
133786,6b3ca4a621b0,4303684443,4303684443,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303684443 is already delivered, therefore skipped.",2024-11-06 15:54:26,2024-11-06 15:54:26
133788,6b3ca4a621b0,4303704329,4303704329,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303704329 is already delivered, therefore skipped.",2024-11-06 15:54:27,2024-11-06 15:54:27
133790,6b3ca4a621b0,4303696673,4303696673,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303696673 is already pickedup, therefore skipped.",2024-11-06 15:54:27,2024-11-06 15:54:27
133792,6b3ca4a621b0,4303684345,4303684345,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303684345 is already delivered, therefore skipped.",2024-11-06 15:54:28,2024-11-06 15:54:28
133794,6b3ca4a621b0,4303684614,4303684614,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303684614 is already delivered, therefore skipped.",2024-11-06 15:54:29,2024-11-06 15:54:29
133796,6b3ca4a621b0,4303705521,4303705521,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303705521 is already pickedup, therefore skipped.",2024-11-06 15:54:29,2024-11-06 15:54:29
133798,6b3ca4a621b0,4303709800,4303709800,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303709800 is already pickedup, therefore skipped.",2024-11-06 15:54:29,2024-11-06 15:54:29
133800,6b3ca4a621b0,4303702618,4303702618,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702618 is already pickedup, therefore skipped.",2024-11-06 15:54:30,2024-11-06 15:54:30
133804,6b3ca4a621b0,4303706770,4303706770,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303706770 is already delivered, therefore skipped.",2024-11-06 15:54:32,2024-11-06 15:54:32
133808,6b3ca4a621b0,4303702514,4303702514,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702514 is already pickedup, therefore skipped.",2024-11-06 15:54:33,2024-11-06 15:54:33
133812,6b3ca4a621b0,4303705734,4303705734,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303705734 is already delivered, therefore skipped.",2024-11-06 15:54:34,2024-11-06 15:54:34
133814,6b3ca4a621b0,4303714221,4303714221,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303714221 has billed time 00:00, therefore skipped.",2024-11-06 15:54:35,2024-11-06 15:54:35
133816,6b3ca4a621b0,4303694285,4303694285,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303694285 has no billed time, therefore skipped.",2024-11-06 15:54:35,2024-11-06 15:54:35
133818,6b3ca4a621b0,4303708624,4303708624,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303708624 has no billed time, therefore skipped.",2024-11-06 15:54:36,2024-11-06 15:54:36
133820,6b3ca4a621b0,4303705018,4303705018,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303705018 has no billed time, therefore skipped.",2024-11-06 15:54:36,2024-11-06 15:54:36
133876,f17855bdd482,5000262349,5000262349,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262349 is already pickedup, therefore skipped.",2024-11-06 15:58:19,2024-11-06 15:58:19
133878,f17855bdd482,4303702306,4303702306,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702306 is already delivered, therefore skipped.",2024-11-06 15:58:19,2024-11-06 15:58:19
133880,f17855bdd482,4303705698,4303705698,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303705698 is already pickedup, therefore skipped.",2024-11-06 15:58:20,2024-11-06 15:58:20
133882,f17855bdd482,4303705444,4303705444,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303705444 is already pickedup, therefore skipped.",2024-11-06 15:58:20,2024-11-06 15:58:20
133889,f17855bdd482,4303707237,4303707237,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303707237 is at delivery, therefore skipped.",2024-11-06 15:58:21,2024-11-06 15:58:21
133893,f17855bdd482,5000262415,5000262415,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262415 is already delivered, therefore skipped.",2024-11-06 15:58:22,2024-11-06 15:58:22
133895,f17855bdd482,4303706593,4303706593,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303706593 is already delivered, therefore skipped.",2024-11-06 15:58:23,2024-11-06 15:58:23
133899,f17855bdd482,5000262498,5000262498,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262498 is already pickedup, therefore skipped.",2024-11-06 15:58:24,2024-11-06 15:58:24
133901,f17855bdd482,4303705713,4303705713,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303705713 is already pickedup, therefore skipped.",2024-11-06 15:58:24,2024-11-06 15:58:24
133908,f17855bdd482,5000262440,5000262440,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262440 is at delivery, therefore skipped.",2024-11-06 15:58:26,2024-11-06 15:58:26
133911,f17855bdd482,5000262483,5000262483,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262483 is already pickedup, therefore skipped.",2024-11-06 15:58:26,2024-11-06 15:58:26
133917,f17855bdd482,4303709044,4303709044,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303709044 is already pickedup, therefore skipped.",2024-11-06 15:58:27,2024-11-06 15:58:27
133923,f17855bdd482,4303701830,4303701830,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303701830 is already delivered, therefore skipped.",2024-11-06 15:58:28,2024-11-06 15:58:28
133925,f17855bdd482,4303707444,4303707444,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303707444 is at delivery, therefore skipped.",2024-11-06 15:58:29,2024-11-06 15:58:29
134023,d5855a058a30,4303703935,4303703935,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303703935 has no billed time, therefore skipped.",2024-11-06 16:15:46,2024-11-06 16:15:46
134026,d5855a058a30,4303703928,4303703928,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303703928 has no billed time, therefore skipped.",2024-11-06 16:15:46,2024-11-06 16:15:46
136157,76103607690f,5000262634,5000262634,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262634 is at pickup, therefore skipped.",2024-11-07 13:43:07,2024-11-07 13:43:07
136175,76103607690f,4303715931,4303715931,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303715931 has no billed time, therefore skipped.",2024-11-07 13:43:13,2024-11-07 13:43:13
136181,76103607690f,4303706826,4303706826,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303706826 is already pickedup, therefore skipped.",2024-11-07 13:43:16,2024-11-07 13:43:16
136187,76103607690f,4303709940,4303709940,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303709940 has no billed time, therefore skipped.",2024-11-07 13:43:21,2024-11-07 13:43:21
136224,4ef098339dbf,4303713340,4303713340,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303713340 is at pickup, therefore skipped.",2024-11-07 13:43:55,2024-11-07 13:43:55
136228,4ef098339dbf,4303715493,4303715493,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303715493 is already pickedup, therefore skipped.",2024-11-07 13:43:56,2024-11-07 13:43:56
136230,4ef098339dbf,4303714107,4303714107,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303714107 has no billed time, therefore skipped.",2024-11-07 13:43:56,2024-11-07 13:43:56
136311,4ef098339dbf,4303682369,4303682369,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303682369 is already pickedup, therefore skipped.",2024-11-07 13:44:54,2024-11-07 13:44:54
136321,4ef098339dbf,4303708912,4303708912,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303708912 is at pickup, therefore skipped.",2024-11-07 13:44:56,2024-11-07 13:44:56
136325,4ef098339dbf,4303691949,4303691949,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303691949 is already pickedup, therefore skipped.",2024-11-07 13:44:57,2024-11-07 13:44:57
136327,4ef098339dbf,4303702479,4303702479,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702479 is already pickedup, therefore skipped.",2024-11-07 13:44:58,2024-11-07 13:44:58
136341,4ef098339dbf,4303700593,4303700593,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303700593 is already pickedup, therefore skipped.",2024-11-07 13:45:00,2024-11-07 13:45:01
136367,4ef098339dbf,4303706640,4303706640,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303706640 is already pickedup, therefore skipped.",2024-11-07 13:45:02,2024-11-07 13:45:02
136380,4ef098339dbf,4303702398,4303702398,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702398 is already pickedup, therefore skipped.",2024-11-07 13:45:05,2024-11-07 13:45:05
136389,4ef098339dbf,5000262621,5000262621,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262621 is already delivered, therefore skipped.",2024-11-07 13:45:07,2024-11-07 13:45:07
136474,4ef098339dbf,5000262648,5000262648,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262648 is already pickedup, therefore skipped.",2024-11-07 13:45:24,2024-11-07 13:45:24
136481,4ef098339dbf,4303668512,4303668512,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303668512 is already delivered, therefore skipped.",2024-11-07 13:45:26,2024-11-07 13:45:26
136482,4ef098339dbf,4303706398,4303706398,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303706398 is at delivery, therefore skipped.",2024-11-07 13:45:26,2024-11-07 13:45:26
136485,4ef098339dbf,4303705955,4303705955,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303705955 is already pickedup, therefore skipped.",2024-11-07 13:45:26,2024-11-07 13:45:26
136486,4ef098339dbf,4303680891,4303680891,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303680891 is already pickedup, therefore skipped.",2024-11-07 13:45:26,2024-11-07 13:45:26
136497,4ef098339dbf,4303701799,4303701799,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303701799 is already delivered, therefore skipped.",2024-11-07 13:45:28,2024-11-07 13:45:28
136508,4ef098339dbf,4303570885,4303570885,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303570885 is already pickedup, therefore skipped.",2024-11-07 13:45:31,2024-11-07 13:45:31
136512,4ef098339dbf,4303673363,4303673363,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303673363 is at pickup, therefore skipped.",2024-11-07 13:45:32,2024-11-07 13:45:32
136516,4ef098339dbf,4303705330,4303705330,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303705330 is at pickup, therefore skipped.",2024-11-07 13:45:33,2024-11-07 13:45:33
136526,4ef098339dbf,4303690895,4303690895,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303690895 has billed time 00:00, therefore skipped.",2024-11-07 13:45:36,2024-11-07 13:45:36
136534,4ef098339dbf,4303700302,4303700302,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303700302 has billed time 00:00, therefore skipped.",2024-11-07 13:45:38,2024-11-07 13:45:38
136537,4ef098339dbf,4303702083,4303702083,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702083 has billed time 00:00, therefore skipped.",2024-11-07 13:45:38,2024-11-07 13:45:38
136540,4ef098339dbf,4303702420,4303702420,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702420 is already delivered, therefore skipped.",2024-11-07 13:45:39,2024-11-07 13:45:39
136548,4ef098339dbf,4303702549,4303702549,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303702549 is already pickedup, therefore skipped.",2024-11-07 13:45:41,2024-11-07 13:45:41
136550,4ef098339dbf,4303704620,4303704620,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303704620 is at pickup, therefore skipped.",2024-11-07 13:45:41,2024-11-07 13:45:41
136554,4ef098339dbf,4303706488,4303706488,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303706488 is already pickedup, therefore skipped.",2024-11-07 13:45:42,2024-11-07 13:45:42
136556,4ef098339dbf,4303706709,4303706709,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303706709 has billed time 00:00, therefore skipped.",2024-11-07 13:45:43,2024-11-07 13:45:43
136558,4ef098339dbf,4303707679,4303707679,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303707679 has billed time 00:00, therefore skipped.",2024-11-07 13:45:43,2024-11-07 13:45:43
136566,4ef098339dbf,4303711657,4303711657,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303711657 has no billed time, therefore skipped.",2024-11-07 13:45:47,2024-11-07 13:45:47
136570,4ef098339dbf,4303711701,4303711701,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303711701 has no billed time, therefore skipped.",2024-11-07 13:45:48,2024-11-07 13:45:48
136572,4ef098339dbf,4303712169,4303712169,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303712169 has no billed time, therefore skipped.",2024-11-07 13:45:49,2024-11-07 13:45:49
136574,4ef098339dbf,4303712170,4303712170,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 4303712170 has no billed time, therefore skipped.",2024-11-07 13:45:49,2024-11-07 13:45:49
136576,4ef098339dbf,5000262566,5000262566,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262566 is already delivered, therefore skipped.",2024-11-07 13:45:51,2024-11-07 13:45:51
136578,4ef098339dbf,5000262568,5000262568,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262568 is already pickedup, therefore skipped.",2024-11-07 13:45:51,2024-11-07 13:45:51
136581,4ef098339dbf,5000262663,5000262663,Load,ready_to_pickup,update_loads,LOAD_UPDATED,SUCCESS,"Updated comment: Hold over report received. Load 5000262663 is already pickedup, therefore skipped.",2024-11-07 13:45:52,2024-11-07 13:45:52
